,program,content,start,end,start_s,end_s,duration_s
169340,5269515_001,andré téchiné vient d'en faire un film présenté cette semaine à cannes avec catherine deneuve et guillaume canet un mois après la condamnation à vingt ans de prison de maurice agnelet l'homme qu'on aimait trop eddy pizzardini,0:08:12.630000,0:08:25.070000,492.63,505.07,12.439999999999998
169341,5269515_001,et le condamner à sa jamais retrouvé ça fait plus depuis vingt ans je faudrait peut être apprendre à faire le deuil de notre si ma fille a été assassiné par maurice agnelet,0:08:29.930000,0:08:38.360000,509.93,518.36,8.430000000000007
169342,5269515_001,je ne peux pas laisser l'assassin d'agnès en liberté,0:08:38.480000,0:08:41.920000,518.48,521.92,3.439999999999941
169343,5269515_001,catherine deneuve andré téchiné adel enel guillaume canet un casting haut de gamme pour l'adaptation au cinéma de les plus célèbres et mystérieux faits divers de la côte d'azur l'affaire le roux agnelet présenté hors compétition à cannes,0:08:43.150000,0:08:55.690000,523.15,535.69,12.540000000000077
169344,5269515_001,ce qui est intéressant andré téchiné skinheads merveilleusement réussi c'est faire un film sur des personnages sur la dualité de ces personnages sur ce ce trio est ce que vit ce trio,0:08:55.690000,0:09:05.540000,535.69,545.54,9.849999999999909
169345,5269515_001,euh au delà de du fait divers qui est quand même hein,0:09:05.650000,0:09:09.590000,545.65,549.59,3.9400000000000546
169346,5269515_001,une une toile de fond en fait de cette histoire guillaume canet,0:09:09.890000,0:09:13.870000,549.89,553.87,3.980000000000018
169347,5269515_001,dans la peau de l'intriguant avocat maurice agnelet accusé à l'époque d'avoir fait disparaître son amante agnès leroux l'héritière,0:09:13.870000,0:09:20.740000,553.87,560.74,6.8700000000000045
169348,5269515_001,du plus grand casino niçois c'est qu'il y a de véritablement extraordinaire c'est que depuis euh soixante dix-sept nous sommes en deux mille quatorze est ce fait divers suscitent toujours de la discussion de la passion,0:09:20.740000,0:09:35.140000,560.74,575.14,14.399999999999977
169349,5269515_001,bas étonnant donc que l'affaire le roux agnelet soit porté au cinéma aujourd'hui,0:09:35.140000,0:09:38.920000,575.14,578.92,3.7799999999999727
169350,5269515_001,avec le risque que fiction et réalité s'entrechoquent dans une affaire toujours en cours objectif,0:09:38.920000,0:09:43.350000,578.92,583.35,4.430000000000064
169351,5269515_001,ce n'était pas de faire un un film à charge et à décharge donc sincèrement,0:09:43.350000,0:09:46.970000,583.35,586.97,3.6200000000000045
169352,5269515_001,que soit le verdict de son troisième procès ça ne change rien notre scénario c'est juste le carton de faim,0:09:46.970000,0:09:51.870000,586.97,591.87,4.899999999999977
169353,5269515_001,qu'il fallait modifié moi qui suis euh l'avocat de maurice agnelet je porte un regard très vigilants sur l'éventuelle atteint,0:09:51.870000,0:10:00.190000,591.87,600.19,8.32000000000005
169354,5269515_001,au droit de mon client comment ce terrible fait divers est il passé d'une cour de tribunal au grand écran qu'elles en ont été les difficultés et quelles en sont les risques,0:10:00.190000,0:10:09.900000,600.19,609.9,9.709999999999923
169355,5269515_001,celui ci fratoni flancs des opérations de déstabilisation pour faire tomber les casinos de la côte,0:10:09.900000,0:10:14.300000,609.9,614.3,4.399999999999977
169356,5269515_001,c'est sur la côte d'azur que nous sommes allés chercher les secrets de l'homme qu'on est maître,0:10:14.560000,0:10:18.600000,614.56,618.6,4.040000000000077
169357,5269515_001,hum,0:10:24.360000,0:10:27.600000,624.36,627.6,3.240000000000009
169358,5269515_001,à une trentaine de kilomètres de la croisette la promenade des anglais à nice les premières scènes du film ont été tournées il y a un an ici près de la zone piétonne au palais préfectoral à quelques centaines de mètres les casinos qui se faisaient la guerre dans les années soixante dix le palais de la méditerranée et le casino rule,0:10:27.600000,0:10:45.080000,627.6,645.08,17.480000000000018
169359,5269515_001,jean-charles le roux avait vingt ans à l'époque des faits,0:10:47.280000,0:10:49.780000,647.28,649.78,2.5
169360,5269515_001,il est le frère d'agnès le roux la victime de cette sinistre affaire,0:10:49.890000,0:10:53.160000,649.89,653.16,3.269999999999982
169361,5269515_001,et c'est lui qui a signé le scénario et dialogue du film,0:10:53.340000,0:10:57.240000,653.34,657.24,3.8999999999999773
169362,5269515_001,puis déjà eu l'occasion de faire un livre en dix neuf cent quatre vingt dix sur cette histoire qui m'a permis un peu d'exorciser tout traumatisme donc il reste de toute façon euh j'étais famille comme avec pasteur je l'adorais ça fait trente sept ans qu'elle a disparu donc je peux pas dire que le traumatisme a disparu,0:10:58.530000,0:11:13.220000,658.53,673.22,14.690000000000055
169363,5269515_001,moi ce qui m'importe quand même beaucoup dans ce film c'est euh le personnage de ma mère et de ma soeur c'est l'obstination,0:11:13.250000,0:11:19.140000,673.25,679.14,5.889999999999986
169364,5269515_001,folle de de cette femme qui s'est battu pendant euh presque trente sept ans qui n'a fait que ça de toute sa vie pour arriver à à ce que l'homme qu'elle considère comme étant l'assassin de sa fille euh euh passe en justice,0:11:19.260000,0:11:33.780000,679.26,693.78,14.519999999999982
169365,5269515_001,cinq mille neuf cent soixante dix-sept agnès le roux disparaissent sans laisser de traces elle est la vie,0:11:33.980000,0:11:39.200000,693.98,699.2,5.220000000000027
169366,5269515_001,rené leroux directrice du palais de la méditerranée le concurrent du casino voisin leur hull les soupçons se portent sur l'amende agnès l'avocat maurice agnelet pour récupérer l'argent de cette riche héritière il aurait supprimé,0:11:39.200000,0:11:52.800000,699.2,712.8,13.599999999999909
169367,5269515_001,après s'être servi d'elle pour écarter sa mère renée le roux de la direction du palais de la méditerranée,0:11:52.800000,0:12:00.510000,712.8,720.51,7.710000000000036
169368,5269515_001,françois rosso travaillait pour le quotidien nice-matin à l'époque du premier procès en mille neuf cent quatre vingt trois,0:12:00.510000,0:12:05.030000,720.51,725.03,4.519999999999982
169369,5269515_001,il est aussi l'auteur du guide des faits divers sur la côte d'azur,0:12:05.030000,0:12:08.060000,725.03,728.06,3.0299999999999727
169370,5269515_001,l'intrigue de ce fait divers rassemble,0:12:08.060000,0:12:11.730000,728.06,731.73,3.6700000000000728
169371,5269515_001,ce que nice compte tenu d'extraordinaire à la fin des années soixante dix c'est à dire une ville en pleine mutation une ville avec une vie nocturne des boîtes de nuit des casinos c'était l'époque du mais de cynisme triomphant qui voulait faire de nice un un petit las vegas c'est un des rares faits divers,0:12:11.920000,0:12:31.890000,731.92,751.89,19.970000000000027
169372,5269515_001,oui il y a eu une victime mais euh sans corps et sans aveux,0:12:31.920000,0:12:38.470000,751.92,758.47,6.550000000000068
169373,5269515_001,trente sept ans après l'affaire n'est toujours pas boucler un feuilleton interminable le mois dernier à rennes lors d'un troisième procès maurice agnelet soixante seize ans a été renvoyé en prison condamné à vingt ans de réclusion,0:12:38.470000,0:12:50.070000,758.47,770.07,11.600000000000023
169374,5269515_001,de déterminer depuis trente sept ans jeter plus innocent,0:12:54.620000,0:12:59.540000,774.62,779.54,4.919999999999959
169375,5269515_001,c'est guillaume canet qui dans le film incarne ce jeune avocat ambitieux des années soixante dix qui va manipuler la fille le roux guillaume canet a lui même contacté maurice agnelet avant le tournage du film,0:12:59.540000,0:13:10.400000,779.54,790.4,10.860000000000014
169376,5269515_001,rien que d'entendre la personne c'est toujours très agréable parce qu'on entend une voix on entend un ton de voir une façon de s'exprimer c'était hum intéressant même de lui parler du scénario je pense qu'il avait besoin aussi d'être rassurés sur l'idée que le film n'était pas un film à charge,0:13:10.400000,0:13:25.630000,790.4,805.63,15.230000000000018
169377,5269515_001,cette fiction pourrait elle porter préjudice à maurice agnelet,0:13:26.060000,0:13:28.970000,806.06,808.97,2.910000000000082
169378,5269515_001,son avocat comme le public ne découvrira le film est assorti cet été,0:13:29.090000,0:13:33.440000,809.09,813.44,4.350000000000023
169379,5269515_001,il se dit très attentif au contenu mais surtout depuis qu'il a appris que le scénario avait été écrit par le frère d'agnès le roux je l'ai appris,0:13:33.450000,0:13:41,813.45,821.0,7.5499999999999545
169380,5269515_001,tardivement au début on me l'a pas dit euh justement pour éviter que je sois choqué mais ça ne me choque pas du tout je verrai si dans cette restitution c' très du passé,0:13:41,0:13:50.860000,821.0,830.86,9.860000000000014
169381,5269515_001,euh maurice agnelet qui est euh leurs adversaires qu'il déteste fils haïssant sans doute euh l'histoire a montré eh bien si vraiment ils ont dénaturé l'histoire vraie pour le présenter pour un jour qu'il soit calomnieux,0:13:50.860000,0:14:06.980000,830.86,846.98,16.120000000000005
169382,5269515_001,écoutez moi dès le départ j'ai tout de suite dit andré téchiné que mon objectif n'était pas faire un film à charge dans la mesure où euh maurice agnelet venait d'être d'être condamnée par la cour d'appel d'aix-en-provence à vingt ans de prison,0:14:06.980000,0:14:18.470000,846.98,858.47,11.490000000000009
169383,5269515_001,et donc euh je ne voyais pas l'intérêt de de de de le charger davantage,0:14:18.670000,0:14:23.250000,858.67,863.25,4.580000000000041
169384,5269515_001,euh mais je trouvais qui avait euh à travers cette histoire matière à fictions et c'est en effet tout de suite qui a intéressé euh andré,0:14:23.590000,0:14:30.650000,863.59,870.65,7.059999999999945
169385,5269515_001,andré téchiné semble être resté très fidèle à la réalité des faits au sensationnalisme,0:14:30.650000,0:14:35.990000,870.65,875.99,5.340000000000032
169386,5269515_001,du fait divers il a préféré parier sur cette intrigue psychologique entre les trois figures majeures de l'affaire,0:14:35.990000,0:14:41.260000,875.99,881.26,5.269999999999982
169387,5269515_001,hum c'est la fête étant le,0:14:41.260000,0:14:45.970000,881.26,885.97,4.710000000000036
169388,5269515_001,je vais rester grand,0:14:46.030000,0:14:48.830000,886.03,888.83,2.800000000000068
169389,5269515_001,vous étiez en rébellion ok si elle votre contre sa mère,0:14:49.630000,0:14:52.910000,889.63,892.91,3.2799999999999727
169390,5269515_001,je vous demande donc de voter pour le renouvellement de mon mandat je veux,0:14:53.070000,0:14:56.570000,893.07,896.57,3.5
169391,5269515_001,contre qu'est ce que tu fais agnès que je voterai contre,0:14:56.570000,0:15:00.420000,896.57,900.42,3.849999999999909
169392,5269515_001,ce qui est intéressant dans un fait divers mais pas forcément le faisait en tant que tel c'est euh qui se,0:15:01.210000,0:15:06.690000,901.21,906.69,5.480000000000018
169393,5269515_001,comment les problématiques se noue autour qu'est ce que ça qu'est ce que ça remue quels sont les lignes de force quoi sentimental intellectuelle euh les politiques ce qu'on veut euh qui sont et morale,0:15:06.740000,0:15:20.300000,906.74,920.3,13.559999999999945
169394,5269515_001,les destins du film du principal accusé se joueront bientôt presque simultanément,0:15:20.550000,0:15:24.960000,920.55,924.96,4.410000000000082
169395,5269515_001,maurice agnelet attend le résultat d'un nouveau pourvoi en cassation,0:15:25.090000,0:15:28.260000,925.09,928.26,3.169999999999959
169396,5269515_001,l'homme qu'on aimait trop sortira dans les salles le seize juillet,0:15:29.050000,0:15:32.300000,929.05,932.3,3.25
169397,5269515_001,dernière fois que brigitte bardot a mis les pieds au festival elle a provoqué une émeute c'était en mille neuf cent soixante sept et même si le bébé n'a plus jamais voulu revenir monter les marches elle reste pour toujours un mythe à cannes une histoire d'amour haine une passion contrarié mais qui injustement forgé sa légende sarah ou gère,0:15:37.870000,0:15:56.500000,937.87,956.5,18.629999999999995
169398,5269515_001,ce sont les dernières images de brigitte bardot festival de cannes c'était en mille neuf cent soixante sept,0:16:10.840000,0:16:15.930000,970.84,975.93,5.089999999999918
169399,5269515_001,son ami jean bouquins qui la compagnie ce jour là n'oubliera jamais c'est incroyable u,0:16:16.190000,0:16:20.700000,976.19,980.7,4.509999999999991
